Age,Gender,Region,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
46,Female,Europe,6,3,2,0,82.69796005093589,PayPal,Mobile,1
36,Male,Europe,24,10,5,2,59.20490387646781,Credit Card,Tablet,0
26,Male,North America,8,10,1,2,41.427812683326934,Credit Card,Tablet,0
42,Male,Europe,1,8,1,1,82.08124063938641,PayPal,Tablet,1
36,Female,South America,4,10,2,3,19.2195067316225,Credit Card,Tablet,1
18,Male,South America,16,10,1,2,59.384431263304535,Credit Card,Mobile,0
39,Female,Asia,20,10,0,3,27.97848849726411,Credit Card,Desktop,0
38,Male,Europe,8,8,2,1,76.42073770522357,PayPal,Desktop,0
35,Female,South America,11,10,0,1,81.89651283066087,Direct Debit,Desktop,0
43,Female,North America,24,10,4,2,63.73423319619293,PayPal,Desktop,0
28,Female,South America,16,10,2,2,64.53351470638063,Direct Debit,Tablet,0
38,Female,North America,9,10,1,2,71.3127230335897,PayPal,Desktop,0
19,Male,Europe,5,10,0,1,71.22836904950877,Credit Card,Mobile,1
39,Male,Europe,13,8,1,1,19.94311060725062,Credit Card,Mobile,0
54,Female,Europe,9,7,0,2,64.7654056799231,Credit Card,Tablet,1
25,Female,North America,24,10,1,2,64.55346168960271,Credit Card,Desktop,0
27,Female,Europe,13,7,2,0,59.25633340917942,Direct Debit,Tablet,0
27,Male,Europe,8,10,1,1,59.14802229365671,Direct Debit,Desktop,0
36,Male,South America,2,7,3,4,41.324192561195034,Credit Card,Mobile,1
24,Female,South America,18,10,0,3,13.218704636324873,Credit Card,Mobile,0
39,Male,North America,7,7,3,3,10.0,Credit Card,Tablet,0
43,Male,Asia,12,8,0,4,66.45655075089584,PayPal,Mobile,0
40,Male,North America,21,10,0,2,58.60021409007915,PayPal,Desktop,0
18,Male,South America,9,7,3,4,10.0,Credit Card,Mobile,1
44,Male,Europe,11,9,3,0,57.85863973422555,Direct Debit,Mobile,1
44,Female,Europe,24,10,4,2,46.742681261707396,Credit Card,Tablet,0
43,Female,Asia,2,8,2,1,47.98045030264475,Credit Card,Mobile,0
38,Female,Europe,23,10,2,4,39.079528325008454,PayPal,Tablet,0
37,Female,Asia,2,8,3,0,59.532351631294134,PayPal,Desktop,1
45,Female,Asia,5,8,2,5,41.3192278827399,Direct Debit,Mobile,0
54,Male,North America,6,8,6,4,66.76693551111862,PayPal,Desktop,1
25,Female,North America,16,10,1,2,60.91506926417807,Direct Debit,Desktop,0
45,Female,Asia,2,6,5,2,36.589976311454876,PayPal,Desktop,1
34,Male,Asia,13,10,0,2,72.50333855581579,PayPal,Mobile,0
33,Female,South America,24,10,0,4,85.29529839417759,Credit Card,Tablet,0
19,Female,Europe,9,9,1,2,23.493292944904724,PayPal,Mobile,0
32,Male,North America,8,5,6,2,20.617262076677,Credit Card,Desktop,1
25,Female,North America,5,10,3,0,15.775773041716718,PayPal,Tablet,1
30,Female,Asia,19,10,4,0,38.79877260997709,Credit Card,Tablet,1
24,Male,Europe,13,9,0,3,48.08453692538996,Credit Card,Mobile,0
30,Male,South America,14,10,3,2,76.1141998105522,Credit Card,Mobile,0
30,Female,Asia,24,10,5,5,34.767495897713985,PayPal,Desktop,0
35,Female,Asia,3,5,3,4,52.306640389757234,Direct Debit,Desktop,1
18,Male,South America,24,10,2,3,66.17031912691506,Direct Debit,Tablet,0
20,Female,North America,7,10,1,0,46.60531144726553,PayPal,Tablet,0
38,Female,North America,7,8,2,3,77.78798807315367,Credit Card,Tablet,0
27,Male,Asia,17,10,4,3,49.43797824810666,Credit Card,Tablet,0
45,Female,North America,22,10,5,3,31.05963391150556,Credit Card,Desktop,1
37,Female,Europe,15,9,1,4,63.899889077652304,Credit Card,Tablet,0
41,Female,North America,11,10,1,5,18.349649656417185,PayPal,Tablet,0
49,Male,Europe,1,5,1,0,58.25449082579718,Credit Card,Mobile,1
31,Female,South America,14,10,3,1,40.09037173265847,Direct Debit,Mobile,1
29,Female,Asia,10,10,0,4,57.34302580759899,Direct Debit,Desktop,0
43,Male,Asia,24,10,4,2,38.621366940994044,Credit Card,Mobile,1
40,Female,North America,4,9,4,0,55.449701316969524,PayPal,Tablet,1
33,Male,South America,6,7,3,0,59.254540449396835,Direct Debit,Tablet,1
48,Male,North America,1,3,2,5,66.65862852894756,Direct Debit,Desktop,1
32,Male,South America,19,10,2,4,49.39667425418996,PayPal,Mobile,0
35,Male,Asia,6,10,0,4,39.674149199451044,Credit Card,Desktop,0
35,Female,Europe,6,10,4,1,59.68442760042923,Direct Debit,Tablet,0
25,Male,South America,10,8,1,4,48.9924420928387,Credit Card,Desktop,0
35,Female,North America,24,10,4,0,55.05832257771975,Direct Debit,Tablet,0
48,Female,Asia,1,9,4,5,30.4407208865171,PayPal,Tablet,1
39,Female,South America,22,10,2,2,52.66422813321238,PayPal,Tablet,0
35,Female,Europe,23,10,1,3,32.44580107290662,Credit Card,Desktop,0
33,Female,North America,17,10,3,0,71.58834558765258,Direct Debit,Tablet,1
38,Female,Asia,3,10,1,2,41.64405347325542,PayPal,Mobile,1
42,Female,Asia,11,5,4,3,50.28103310084479,Credit Card,Tablet,1
41,Male,Europe,1,5,1,1,39.14416619737625,PayPal,Tablet,1
31,Female,North America,24,10,1,2,37.728156836924974,Credit Card,Mobile,0
38,Male,South America,13,10,3,1,70.21983414785737,PayPal,Desktop,0
39,Female,North America,1,9,2,3,35.47003291302482,Credit Card,Mobile,0
24,Male,Europe,23,10,3,3,71.44851067340073,PayPal,Tablet,0
36,Female,Asia,4,6,1,1,48.11583780534748,PayPal,Mobile,0
18,Female,North America,5,9,2,0,45.3660178163836,Direct Debit,Desktop,1
39,Male,Asia,3,9,3,1,64.37109320463405,Direct Debit,Desktop,1
41,Female,Europe,12,10,2,2,43.42665758649903,Direct Debit,Mobile,0
42,Female,South America,12,7,1,2,30.561284181451132,Credit Card,Mobile,1
31,Female,South America,24,9,1,3,34.71350847147472,PayPal,Mobile,0
38,Female,North America,5,8,0,1,43.47321933608062,PayPal,Tablet,1
49,Male,Asia,18,10,4,0,91.42164690511984,Direct Debit,Desktop,0
49,Male,Europe,7,8,2,2,28.648479299846947,Credit Card,Tablet,0
34,Male,Asia,21,10,2,3,63.267225230355294,PayPal,Desktop,0
36,Male,North America,8,7,2,0,42.52305956362062,PayPal,Desktop,0
46,Female,South America,7,7,1,5,44.545187541088055,Direct Debit,Mobile,0
19,Male,Asia,10,7,0,2,24.31275777987547,Credit Card,Tablet,0
31,Male,North America,5,8,0,2,49.601087024563306,Credit Card,Tablet,0
48,Female,Asia,22,9,4,2,57.2366609066419,Direct Debit,Desktop,0
44,Female,Asia,11,9,1,0,68.74632481008715,Direct Debit,Tablet,0
38,Male,Asia,7,10,3,3,53.265316239515606,Credit Card,Mobile,0
19,Female,North America,14,10,2,3,42.91209311253738,PayPal,Desktop,0
34,Female,North America,7,10,4,0,82.52200094121514,PayPal,Tablet,1
29,Female,Europe,24,10,4,2,62.21521583157294,Credit Card,Tablet,1
38,Female,South America,3,9,3,0,49.992756835766855,PayPal,Tablet,1
26,Female,Europe,5,6,1,3,47.060034719830114,Direct Debit,Tablet,0
24,Male,Asia,15,9,3,5,48.528681263939326,PayPal,Mobile,1
18,Male,South America,24,10,0,5,48.35783702095094,Credit Card,Desktop,0
47,Male,Asia,11,10,3,5,46.46842719481919,Direct Debit,Desktop,0
31,Female,South America,8,8,2,3,38.99125899274483,Credit Card,Desktop,1
36,Male,Europe,6,9,1,1,42.385074548566,Credit Card,Desktop,0
34,Female,Europe,19,9,2,1,51.598175617433576,Credit Card,Tablet,0
24,Female,North America,18,10,1,2,38.7074406859734,Credit Card,Tablet,0
22,Male,North America,12,10,1,2,23.443372925437927,PayPal,Mobile,0
24,Male,North America,5,10,1,1,74.2437195882473,PayPal,Mobile,0
27,Female,Asia,14,10,2,0,26.711279813211082,Direct Debit,Desktop,0
38,Female,North America,6,10,1,3,61.37985461337456,PayPal,Mobile,0
27,Female,Europe,9,6,2,2,47.12458881288082,Credit Card,Tablet,0
52,Female,South America,15,7,3,0,47.153177848136586,Credit Card,Tablet,1
45,Male,Europe,6,7,0,1,62.01524032419317,Direct Debit,Mobile,0
43,Female,Europe,9,6,1,2,28.77940633021128,PayPal,Desktop,1
33,Female,South America,7,9,4,1,30.816313127288588,Direct Debit,Desktop,0
50,Female,Europe,1,9,2,2,10.0,Credit Card,Tablet,1
32,Male,Europe,12,9,3,5,10.0,PayPal,Mobile,1
34,Female,Europe,6,8,2,5,55.784794850891124,Credit Card,Mobile,1
36,Female,North America,24,10,0,5,65.27552570671551,Direct Debit,Tablet,0
42,Male,North America,9,6,2,3,48.84959766326965,Credit Card,Mobile,0
41,Female,North America,9,8,1,4,59.49829653224193,PayPal,Tablet,0
30,Male,Europe,19,10,0,4,10.0,PayPal,Mobile,0
29,Male,South America,13,10,6,0,36.5571023029819,Direct Debit,Tablet,0
41,Male,South America,11,8,2,1,58.08351542972597,Direct Debit,Desktop,0
42,Female,South America,3,4,2,2,32.89210195860517,Credit Card,Tablet,1
31,Male,Europe,7,8,1,2,70.34261037562206,Credit Card,Desktop,0
19,Female,Europe,5,8,1,5,32.936690008748215,Direct Debit,Tablet,1
32,Female,Europe,12,9,3,3,47.20506515218449,Direct Debit,Tablet,1
41,Male,Europe,6,5,2,0,29.49146401300698,PayPal,Mobile,0
53,Male,North America,24,10,0,2,83.5038949221048,Direct Debit,Tablet,0
23,Male,Asia,6,10,5,0,39.64797165525389,Direct Debit,Mobile,1
30,Female,Asia,16,10,2,5,56.85535045264747,PayPal,Desktop,0
31,Male,Asia,8,8,3,3,78.88795250752008,PayPal,Desktop,0
48,Female,North America,19,8,0,2,49.45865800507575,PayPal,Desktop,0
34,Male,North America,6,7,3,5,43.80387271384245,PayPal,Mobile,1
25,Male,Europe,5,10,5,3,52.064959823876194,Credit Card,Mobile,1
40,Female,Europe,5,7,0,5,76.2560816070196,Direct Debit,Mobile,1
30,Male,Europe,23,10,5,3,25.382697389516068,Credit Card,Tablet,0
22,Male,South America,7,10,4,2,86.42248175618919,Credit Card,Desktop,1
26,Male,Asia,9,8,2,4,73.59501275844887,Credit Card,Mobile,1
52,Male,Europe,12,7,6,2,51.34348848228059,Direct Debit,Desktop,1
38,Female,North America,5,8,1,5,38.65468095324175,Credit Card,Desktop,1
36,Female,Asia,12,8,5,2,93.29375027378036,Credit Card,Mobile,1
32,Female,North America,20,10,1,3,46.55998086197772,PayPal,Desktop,0
37,Male,Europe,3,4,1,3,61.93147603149594,Direct Debit,Desktop,0
37,Male,South America,7,10,2,3,43.58696469332012,Credit Card,Mobile,0
37,Female,Asia,3,6,3,5,76.53168280012927,PayPal,Desktop,1
36,Male,South America,15,8,3,0,10.0,Credit Card,Mobile,1
43,Male,South America,8,8,2,0,38.43729328794332,PayPal,Mobile,0
35,Male,Europe,1,8,0,5,14.269499077419866,Credit Card,Mobile,0
25,Male,Asia,21,10,2,5,80.49199254087483,PayPal,Mobile,0
28,Female,Europe,23,10,1,3,75.52882843207969,Direct Debit,Tablet,0
18,Male,Asia,8,10,1,4,58.95178133048167,PayPal,Desktop,0
55,Male,Asia,11,8,1,2,45.30509791655933,PayPal,Desktop,0
43,Female,South America,24,10,5,2,57.97766699082205,PayPal,Tablet,0
26,Female,South America,10,6,3,1,74.30380623056178,Direct Debit,Desktop,1
32,Male,Asia,24,10,1,4,50.14972930021566,Direct Debit,Desktop,0
28,Male,North America,24,10,2,3,48.71132254513838,Direct Debit,Tablet,0
50,Male,Europe,8,4,1,3,68.71708160308005,Credit Card,Desktop,0
20,Female,North America,8,9,3,5,62.94082600317771,Direct Debit,Mobile,0
36,Male,Europe,1,4,1,1,68.47034888038644,PayPal,Desktop,0
33,Male,South America,13,10,3,3,87.35798403589983,Credit Card,Desktop,1
43,Male,Europe,24,9,1,1,10.0,PayPal,Tablet,0
33,Female,South America,17,7,0,1,68.59455595762957,PayPal,Tablet,0
18,Male,South America,22,10,3,4,32.05993689792248,PayPal,Desktop,1
32,Female,North America,11,9,4,5,26.452442905424856,Credit Card,Desktop,1
25,Male,Europe,9,9,1,1,83.69595027079717,Direct Debit,Tablet,0
35,Female,South America,24,10,2,1,31.092215147405394,Direct Debit,Desktop,0
49,Female,South America,2,6,1,1,47.7716079316227,Credit Card,Mobile,0
18,Female,Asia,24,10,1,1,43.2368692808366,Credit Card,Desktop,0
26,Male,South America,24,10,0,3,53.853756711289286,Direct Debit,Tablet,0
29,Male,North America,6,10,1,1,32.49944205899443,Credit Card,Tablet,0
31,Female,South America,9,9,1,4,30.963121538207826,PayPal,Tablet,0
42,Male,South America,21,10,4,4,65.70852445958447,Credit Card,Desktop,0
33,Female,North America,9,9,2,1,90.86313119174349,Credit Card,Tablet,0
39,Female,Asia,9,7,4,5,60.532202624305235,PayPal,Desktop,0
28,Female,Europe,15,10,3,4,49.85608338815939,Direct Debit,Tablet,0
37,Female,Asia,15,10,1,3,33.42383472641062,Direct Debit,Desktop,0
42,Female,South America,24,10,1,4,51.79087772121633,Direct Debit,Desktop,0
27,Male,Asia,5,10,1,3,26.157042004668448,PayPal,Desktop,0
42,Male,South America,24,8,1,1,76.97988487323985,Direct Debit,Mobile,0
35,Male,Asia,21,10,0,1,43.35282256658023,PayPal,Tablet,0
45,Male,South America,1,6,0,1,92.18291645182634,Credit Card,Tablet,0
32,Male,Europe,18,10,1,2,73.73974982032354,Credit Card,Tablet,0
38,Female,Asia,13,9,5,2,20.221643896434102,Credit Card,Desktop,0
34,Female,Europe,8,6,5,4,72.15577944817328,PayPal,Tablet,1
34,Female,Asia,22,10,3,5,29.06620031183126,Direct Debit,Desktop,0
37,Male,North America,24,10,2,0,44.329688819849615,PayPal,Tablet,0
40,Female,Asia,3,10,2,2,20.25949932370655,Direct Debit,Desktop,0
22,Male,Asia,24,10,1,4,39.7639644113719,PayPal,Mobile,0
49,Male,South America,17,10,1,5,79.38493285776161,Credit Card,Desktop,0
18,Female,South America,5,10,1,3,56.554634961910246,Direct Debit,Tablet,0
28,Female,Europe,18,10,1,1,38.809151883732625,Credit Card,Tablet,0
34,Male,Asia,7,10,2,5,10.0,PayPal,Mobile,1
39,Female,Europe,2,8,2,0,72.99177531824103,Credit Card,Mobile,0
50,Male,Asia,1,6,0,3,80.8054464493865,Credit Card,Mobile,1
18,Male,Europe,20,10,4,0,13.129984501405126,PayPal,Desktop,1
29,Female,North America,24,10,1,2,38.95926586198378,PayPal,Tablet,0
18,Female,Europe,9,10,2,3,50.0035112082577,Credit Card,Tablet,0
35,Male,South America,8,7,6,1,68.62227920257297,Direct Debit,Mobile,1
37,Male,South America,8,9,2,2,45.335488968720526,Direct Debit,Tablet,0
50,Male,South America,1,3,2,4,53.301870729959106,PayPal,Tablet,0
36,Female,Europe,4,7,2,1,17.91786339255919,PayPal,Tablet,1
45,Female,Europe,2,6,2,5,27.21635867188176,Credit Card,Mobile,0
40,Female,South America,1,7,3,2,63.53193816574497,Direct Debit,Tablet,1
30,Female,North America,6,9,3,5,38.638717127285894,PayPal,Desktop,1
20,Male,South America,14,10,1,3,67.20118008755965,Direct Debit,Mobile,0
37,Female,Asia,14,10,3,4,50.24024939721202,PayPal,Mobile,0
20,Male,North America,24,10,1,3,39.358413765581524,Direct Debit,Desktop,0
47,Male,Asia,14,8,2,3,67.83965104301352,Direct Debit,Mobile,0
33,Male,Europe,6,9,0,2,37.2302968848434,Credit Card,Tablet,1
46,Male,Asia,7,6,5,3,31.57983201985774,Credit Card,Desktop,1
30,Female,North America,18,10,2,2,81.25702872105231,Credit Card,Mobile,0
37,Male,North America,8,9,2,2,55.28601561716949,Direct Debit,Tablet,0
37,Female,Asia,4,6,0,0,40.376119968162584,PayPal,Tablet,0
34,Male,Asia,5,7,1,2,47.38557324269663,PayPal,Mobile,0
30,Male,South America,11,8,2,0,76.21864918978325,PayPal,Desktop,0
38,Female,Europe,4,9,2,5,36.81979078705024,Direct Debit,Desktop,0
25,Female,North America,24,10,2,3,56.10745887445074,Direct Debit,Desktop,0
22,Male,South America,7,10,3,0,19.186289375843025,Credit Card,Tablet,1
47,Female,South America,24,4,3,0,36.79410534373429,PayPal,Tablet,1
42,Female,Europe,21,10,4,4,61.751432749917996,PayPal,Tablet,0
35,Female,Europe,3,3,0,5,69.98626170045274,Credit Card,Tablet,0
51,Male,Europe,1,4,2,0,53.29757628167599,Direct Debit,Tablet,1
32,Male,Europe,12,9,3,0,45.850254661444744,Credit Card,Desktop,1
48,Female,North America,12,7,3,4,83.5664013074423,Credit Card,Mobile,1
36,Female,North America,4,6,2,0,38.743475760816544,PayPal,Desktop,1
24,Male,North America,5,10,1,2,20.518918720679427,Direct Debit,Mobile,0
53,Male,South America,24,10,1,1,56.40098985959367,PayPal,Desktop,0
44,Female,Asia,4,9,1,5,48.59965305571895,Credit Card,Mobile,0
33,Male,Europe,24,10,1,1,57.42725329052073,Direct Debit,Mobile,0
42,Male,North America,4,8,3,0,60.49851015753175,PayPal,Tablet,0
30,Female,Europe,17,7,2,5,71.37469980374298,PayPal,Desktop,0
43,Female,Asia,10,7,2,3,52.977093332775006,Direct Debit,Tablet,0
18,Male,North America,24,10,1,4,83.39446908459423,Direct Debit,Mobile,0
24,Female,South America,24,10,0,0,68.30158070798261,PayPal,Tablet,0
44,Male,Asia,7,10,5,1,30.182799263449525,Credit Card,Desktop,1
32,Male,North America,11,8,4,3,40.25258182931158,PayPal,Desktop,1
37,Female,Asia,19,8,1,3,27.107853914024986,Direct Debit,Mobile,0
21,Male,North America,6,10,1,2,47.46618997489493,PayPal,Tablet,0
53,Male,North America,3,10,0,1,56.67498293159643,PayPal,Tablet,0
46,Male,South America,1,4,2,4,42.37536648987833,Credit Card,Tablet,0
32,Male,Asia,9,6,2,0,57.34862208615842,Credit Card,Tablet,1
30,Male,South America,14,9,2,1,44.512887317671186,Direct Debit,Tablet,0
45,Female,Asia,13,10,2,2,36.72646485201213,Credit Card,Mobile,0
54,Male,South America,3,8,1,1,55.67616751757656,Direct Debit,Tablet,0
44,Male,South America,14,7,1,1,39.20858506760447,Credit Card,Desktop,0
56,Female,South America,6,10,1,2,51.515168560321,Direct Debit,Mobile,0
25,Male,Europe,21,10,3,0,86.40174030883662,Credit Card,Mobile,1
26,Female,North America,14,10,2,1,36.929862530482296,Direct Debit,Tablet,0
23,Male,South America,24,10,6,0,40.053728882199806,Direct Debit,Mobile,1
39,Female,North America,22,10,2,2,69.58700491982867,Direct Debit,Mobile,0
36,Male,Asia,6,10,1,0,70.4601052308477,Credit Card,Desktop,0
33,Female,North America,24,8,3,0,41.418591791766715,PayPal,Tablet,1
43,Female,Europe,10,9,2,1,51.95495937384656,Direct Debit,Tablet,0
47,Male,Europe,3,10,1,2,64.72241271707377,Direct Debit,Tablet,0
19,Female,North America,6,5,4,4,66.18961157367448,PayPal,Tablet,1
29,Female,Asia,5,8,3,0,72.19300119324318,Credit Card,Desktop,0
43,Female,North America,3,8,0,4,24.45854801533336,PayPal,Tablet,0
30,Female,North America,6,10,0,4,69.67734255234888,Direct Debit,Tablet,0
27,Male,North America,7,9,1,3,41.87085366565442,PayPal,Mobile,0
45,Female,North America,6,5,1,2,67.58944137600963,Direct Debit,Tablet,0
22,Female,South America,7,10,4,2,36.36600658106197,Credit Card,Tablet,0
31,Male,Asia,20,10,3,2,33.789430247907504,Credit Card,Desktop,1
38,Female,North America,1,8,1,4,54.7050528777243,Credit Card,Tablet,0
29,Male,Europe,24,8,0,0,67.42815598327911,PayPal,Mobile,0
42,Female,Asia,5,7,1,4,55.708320083375085,Credit Card,Tablet,0
29,Female,Asia,6,9,2,0,73.90422959589381,PayPal,Mobile,0
49,Female,Europe,1,6,3,3,75.40518197612032,PayPal,Desktop,1
33,Female,Asia,24,10,1,1,39.90985173124263,Credit Card,Tablet,0
41,Male,South America,7,9,1,1,61.08995899818635,Direct Debit,Desktop,0
42,Female,North America,24,10,1,4,54.17239443902848,Direct Debit,Mobile,0
28,Male,South America,14,9,1,4,30.368405098842906,Credit Card,Tablet,0
18,Female,North America,6,10,3,4,89.29618534292399,Credit Card,Mobile,1
38,Female,South America,12,9,4,1,64.51054457121221,Direct Debit,Mobile,0
35,Female,Asia,16,10,2,4,28.515696947272254,PayPal,Tablet,0
40,Female,North America,8,9,1,3,56.28724348869838,Direct Debit,Desktop,0
32,Female,North America,8,9,2,5,39.44402345595786,PayPal,Desktop,0
30,Female,Asia,24,10,4,5,59.798460154724815,Direct Debit,Desktop,0
55,Male,Europe,1,4,4,1,25.04548071615524,PayPal,Desktop,1
20,Male,Europe,14,10,3,0,47.25924142422015,Direct Debit,Desktop,0
42,Female,Asia,21,8,1,2,65.45672531189135,Direct Debit,Mobile,0
29,Female,Europe,11,10,2,4,60.90260806269646,PayPal,Tablet,0
31,Female,Europe,11,10,1,0,68.42777510685009,Credit Card,Tablet,1
31,Female,South America,9,6,3,4,45.5622242648621,Credit Card,Mobile,0
26,Male,Europe,10,7,2,0,41.677921092951166,Credit Card,Tablet,0
40,Female,Asia,4,6,1,3,47.74539532886069,Direct Debit,Tablet,0
48,Female,South America,5,9,3,4,29.625413376119035,Credit Card,Tablet,1
39,Female,Europe,1,9,1,3,23.246245944480783,Credit Card,Desktop,1
36,Female,Europe,4,7,1,4,34.242828571304315,Direct Debit,Tablet,0
25,Female,Asia,24,10,4,3,70.79152992602702,Direct Debit,Tablet,0
40,Male,Asia,5,6,1,4,11.060739919014758,PayPal,Tablet,0
56,Female,North America,24,10,1,3,84.10099889946821,PayPal,Desktop,0
31,Female,Europe,5,10,2,3,50.35232906732094,Direct Debit,Desktop,0
31,Male,Europe,17,10,3,2,52.89940789015314,Direct Debit,Desktop,1
29,Male,Europe,10,10,1,5,63.87122212836425,PayPal,Mobile,0
30,Male,Europe,10,8,0,0,30.533882525507835,Direct Debit,Mobile,0
18,Female,South America,15,10,2,4,72.67932017524707,PayPal,Tablet,0
39,Female,North America,1,5,1,4,80.29280199107473,PayPal,Mobile,0
26,Male,Europe,20,10,2,2,53.562414933411056,Direct Debit,Mobile,0
18,Male,Europe,24,10,2,2,70.14515427090068,PayPal,Tablet,0
42,Female,Europe,1,7,1,0,65.76516636816798,Direct Debit,Desktop,1
24,Male,South America,7,9,1,5,53.97642657483613,Credit Card,Desktop,1
31,Male,North America,6,10,2,0,54.42049192886702,PayPal,Mobile,0
49,Male,Europe,24,10,4,3,45.36849645813275,Direct Debit,Desktop,1
20,Female,Europe,19,10,1,0,29.267555788956656,Direct Debit,Mobile,0
19,Male,Asia,9,9,0,1,93.00656898291828,Direct Debit,Mobile,0
37,Male,North America,1,8,3,4,50.560347471196536,PayPal,Mobile,1
46,Female,South America,13,7,2,3,65.01810288789149,PayPal,Tablet,0
19,Male,South America,6,9,1,5,40.54613681767936,Direct Debit,Tablet,0
39,Female,North America,24,9,0,2,71.82780094285984,PayPal,Desktop,0
40,Male,Europe,3,6,2,5,55.309383772775405,Credit Card,Tablet,1
18,Female,South America,8,8,2,5,65.69665350520634,Direct Debit,Desktop,0
42,Male,South America,7,4,2,2,53.90565043420481,Credit Card,Tablet,0
43,Female,Asia,24,10,4,2,74.60518505886282,PayPal,Tablet,0
31,Male,South America,10,8,3,2,80.08793555026533,PayPal,Tablet,1
47,Female,South America,5,3,1,2,57.72215999203408,Credit Card,Desktop,1
46,Female,Europe,10,10,1,2,40.48028430844598,PayPal,Mobile,0
36,Female,Europe,24,10,0,0,56.48652802898278,PayPal,Desktop,0
30,Male,Europe,8,8,1,3,77.6505045283308,Credit Card,Tablet,0
25,Female,Europe,24,10,4,2,37.27229007506827,Direct Debit,Desktop,1
34,Female,North America,13,8,1,1,92.99977802120938,PayPal,Desktop,0
40,Male,South America,18,9,5,0,56.565323561163865,PayPal,Tablet,0
31,Male,Asia,10,9,3,0,60.281688689674795,Direct Debit,Mobile,0
18,Female,South America,12,10,0,2,38.483825202604976,Credit Card,Desktop,0
47,Male,South America,5,7,1,3,48.07176130339337,Direct Debit,Mobile,0
36,Male,Asia,8,10,2,5,49.93291692767307,PayPal,Desktop,0
31,Female,South America,7,5,1,5,60.76967964001877,Credit Card,Mobile,0
43,Female,North America,21,10,2,3,56.73993399490817,Direct Debit,Desktop,0
50,Male,Asia,5,9,5,0,47.27959982048827,Direct Debit,Desktop,1
18,Male,Europe,9,10,0,5,61.32579717712211,PayPal,Desktop,0
39,Male,Europe,21,10,1,0,53.21464989418742,Direct Debit,Tablet,0
20,Female,North America,7,9,1,1,38.46787783300122,Credit Card,Tablet,0
39,Male,South America,15,10,2,5,70.55403091145908,Direct Debit,Desktop,0
36,Male,Asia,4,8,0,0,35.2768410793243,Credit Card,Tablet,1
41,Female,Asia,10,6,3,3,49.256486684887015,Direct Debit,Desktop,1
30,Female,Asia,13,9,2,4,35.41734702591096,Credit Card,Mobile,0
18,Female,Asia,15,10,5,2,80.01613288968205,Credit Card,Mobile,1
30,Male,Europe,15,10,1,1,32.347530975836015,PayPal,Tablet,0
39,Male,Asia,13,5,3,2,50.21758074951163,Direct Debit,Tablet,1
45,Female,Asia,7,8,3,4,65.12737666917587,Direct Debit,Mobile,1
23,Female,Europe,13,10,4,2,68.55205998539566,Credit Card,Tablet,1
45,Female,South America,17,10,3,5,46.7411692685293,Direct Debit,Mobile,0
28,Female,Asia,7,8,1,0,39.65168362827783,PayPal,Desktop,0
38,Female,Europe,18,10,1,1,57.82797294651541,Credit Card,Mobile,0
29,Female,South America,5,10,1,3,75.17845175960076,Credit Card,Tablet,1
36,Female,North America,10,10,1,5,10.40215617787947,Direct Debit,Tablet,0
43,Male,Europe,6,8,2,2,26.37553190880108,Direct Debit,Tablet,0
22,Female,Europe,17,10,1,1,43.08640694526118,PayPal,Mobile,0
28,Male,Europe,13,10,2,5,48.061595044785086,Direct Debit,Mobile,0
36,Male,Europe,18,10,2,2,54.50137053024355,Credit Card,Desktop,0
59,Female,North America,2,4,3,4,52.9641499030798,Credit Card,Tablet,1
26,Female,North America,8,6,0,1,39.53818685972856,Credit Card,Tablet,0
55,Male,North America,10,7,2,3,34.466988521318314,Credit Card,Mobile,0
55,Female,North America,3,4,2,3,62.91546765842795,PayPal,Tablet,1
34,Female,North America,24,10,5,0,74.8600655990146,Credit Card,Desktop,1
32,Male,South America,24,10,2,4,42.27135723713403,PayPal,Mobile,0
28,Male,South America,22,10,2,0,43.797414700398555,Credit Card,Mobile,0
34,Male,Europe,21,10,0,1,80.77090494430938,Direct Debit,Desktop,0
20,Male,Europe,17,9,2,2,40.86038494696146,Credit Card,Tablet,0
34,Female,South America,20,8,3,2,42.74588127640833,Direct Debit,Desktop,1
49,Male,South America,1,10,5,5,44.08595623889939,PayPal,Mobile,1
28,Female,South America,15,10,3,1,61.868224149516784,Credit Card,Mobile,0
32,Female,South America,8,9,2,4,58.1212313924919,Credit Card,Desktop,0
18,Female,Asia,6,10,0,2,58.61217388104375,Direct Debit,Desktop,0
38,Female,North America,24,10,0,1,62.97954907121094,PayPal,Mobile,0
37,Male,Asia,24,10,2,2,51.716216339468936,Credit Card,Mobile,0
35,Male,Europe,24,10,1,5,53.15166945947391,Direct Debit,Desktop,0
32,Male,Europe,17,10,1,0,59.69144781848774,Direct Debit,Desktop,0
32,Male,North America,5,10,0,3,53.03302669105614,Direct Debit,Tablet,0
40,Male,Europe,4,6,2,5,19.056874126336282,PayPal,Desktop,0
34,Female,Asia,5,7,1,2,45.88926126359088,Direct Debit,Desktop,0
38,Female,Europe,4,8,3,1,37.64938453823835,Direct Debit,Desktop,0
37,Male,Europe,4,6,4,0,51.72433095197155,Direct Debit,Desktop,1
46,Male,Asia,10,7,2,2,35.1186182676837,Direct Debit,Desktop,1
41,Female,North America,1,7,1,5,40.853103032381014,Credit Card,Tablet,0
