Age,Gender,Region,DeviceType,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,PromotionsDriven,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
34,Female,North America,Tablet,13,10,1,5,0,68.74676816956585,PayPal,Mobile,0
49,Female,Asia,Desktop,24,10,1,3,0,21.812392935489335,PayPal,Desktop,0
28,Female,Asia,Desktop,12,10,2,5,0,54.127605216787906,PayPal,Desktop,1
53,Female,Europe,Desktop,3,10,3,4,1,56.32486192766786,PayPal,Mobile,1
34,Female,North America,Mobile,24,10,1,5,0,31.44205224060356,Direct Debit,Mobile,0
20,Female,Europe,Mobile,24,10,4,2,0,63.60596172386241,Direct Debit,Tablet,1
36,Female,Asia,Desktop,21,10,1,4,0,58.3284298962995,Credit Card,Mobile,0
28,Female,North America,Mobile,8,7,0,5,0,50.91961129916396,PayPal,Mobile,0
43,Female,North America,Mobile,1,8,5,1,1,54.29240957955159,PayPal,Tablet,1
28,Male,South America,Tablet,6,6,2,4,0,80.04736170308124,Credit Card,Mobile,0
30,Male,Europe,Mobile,10,10,2,4,0,65.92773558923432,Direct Debit,Desktop,0
18,Female,Asia,Desktop,24,10,4,4,0,70.90662789669382,Direct Debit,Mobile,1
30,Female,Asia,Desktop,11,7,1,3,0,81.29802857893559,Credit Card,Mobile,0
18,Female,South America,Desktop,24,10,1,5,0,64.75744561395496,Direct Debit,Desktop,0
19,Female,South America,Mobile,9,10,4,4,0,71.50098945966155,PayPal,Mobile,1
42,Male,North America,Mobile,2,6,3,1,0,15.573439468365876,Direct Debit,Tablet,1
42,Female,Europe,Mobile,1,2,1,4,1,20.813055998486355,Direct Debit,Tablet,1
39,Male,North America,Mobile,13,9,1,4,0,47.46130117838867,Direct Debit,Tablet,0
25,Female,South America,Desktop,11,9,3,0,0,52.369623583233235,Credit Card,Tablet,0
34,Female,North America,Desktop,23,10,2,2,0,55.123964564593,Credit Card,Desktop,0
34,Male,Asia,Desktop,17,8,1,0,0,104.63450860222626,PayPal,Tablet,0
23,Female,South America,Desktop,11,10,4,1,0,21.025147483780216,PayPal,Mobile,1
50,Male,Asia,Desktop,14,10,2,5,0,51.11825396495094,Direct Debit,Mobile,0
43,Male,North America,Mobile,9,10,5,5,0,19.913123252282624,PayPal,Desktop,1
32,Male,Asia,Desktop,6,10,0,1,0,82.60029897664688,Direct Debit,Mobile,0
35,Male,South America,Desktop,15,10,0,5,0,48.257198734851414,Credit Card,Tablet,0
37,Female,Asia,Desktop,1,8,3,0,1,64.91493047221266,Direct Debit,Desktop,1
18,Male,Europe,Tablet,12,10,2,3,0,59.06593544068042,PayPal,Tablet,0
32,Female,Europe,Mobile,14,8,1,3,0,24.697729261977017,Direct Debit,Desktop,0
28,Male,Europe,Tablet,24,10,2,5,0,24.688175307257396,Direct Debit,Mobile,0
24,Female,Europe,Desktop,13,9,0,4,0,37.91536675840558,Direct Debit,Desktop,0
32,Female,South America,Desktop,14,8,1,1,0,85.93543841171063,PayPal,Mobile,0
52,Male,South America,Mobile,8,9,0,2,0,33.57856599038121,Direct Debit,Mobile,0
41,Male,Europe,Mobile,10,6,4,3,0,56.84887104746389,PayPal,Mobile,0
29,Male,North America,Mobile,18,10,0,3,0,46.23102513734631,Credit Card,Desktop,0
40,Female,Asia,Mobile,1,5,3,1,1,45.68856922831965,PayPal,Tablet,1
48,Female,North America,Mobile,18,8,6,0,0,45.50609159340416,PayPal,Tablet,1
44,Male,Europe,Mobile,6,10,3,4,0,65.71283035411233,PayPal,Tablet,0
35,Male,North America,Mobile,2,5,4,4,1,27.696741317161525,Direct Debit,Tablet,1
28,Female,North America,Mobile,20,10,0,4,0,75.04657596416817,Direct Debit,Mobile,0
41,Female,South America,Mobile,15,7,2,4,0,41.535106266785604,Credit Card,Tablet,0
38,Male,South America,Desktop,8,6,0,1,0,71.84882533284743,Direct Debit,Tablet,0
43,Female,North America,Mobile,4,10,3,5,0,72.61500294651792,Direct Debit,Tablet,1
41,Female,South America,Tablet,12,6,1,5,0,41.681538485209266,PayPal,Desktop,1
45,Male,Europe,Tablet,10,9,3,3,0,98.66054910665356,PayPal,Tablet,0
29,Male,Europe,Desktop,17,10,0,5,0,51.01139569019912,PayPal,Mobile,0
48,Female,Europe,Mobile,16,10,3,3,0,39.04094954043403,Credit Card,Desktop,1
36,Female,South America,Tablet,11,10,1,5,0,84.49773807112678,PayPal,Desktop,0
55,Female,Asia,Tablet,2,6,5,0,1,49.07507124780049,PayPal,Desktop,1
28,Female,South America,Mobile,5,8,1,2,0,81.5609951329713,Direct Debit,Tablet,0
52,Male,Asia,Desktop,1,5,2,3,1,85.48559386336643,PayPal,Desktop,0
36,Female,North America,Mobile,14,7,2,4,0,71.41418733594016,PayPal,Tablet,0
28,Female,Asia,Desktop,24,10,2,5,0,41.847155737749986,Direct Debit,Desktop,0
30,Male,Asia,Desktop,5,5,5,5,0,53.596390945019586,Credit Card,Mobile,1
31,Male,Europe,Mobile,10,9,2,3,0,64.35867981463505,PayPal,Tablet,0
39,Female,North America,Mobile,12,10,2,5,0,63.3172408177479,Credit Card,Mobile,0
40,Male,Asia,Desktop,24,10,5,5,0,67.14399161685574,Direct Debit,Mobile,1
29,Female,Asia,Desktop,5,6,3,4,0,57.705717088455664,Direct Debit,Mobile,1
34,Male,Asia,Desktop,17,10,1,5,0,78.77035600888414,Direct Debit,Tablet,0
56,Female,Asia,Desktop,7,6,6,5,0,46.55142069115933,PayPal,Tablet,0
52,Male,North America,Desktop,1,3,3,2,1,49.64515992523831,PayPal,Desktop,1
39,Female,North America,Mobile,19,10,1,4,0,83.18075778477099,Credit Card,Mobile,0
35,Male,Asia,Desktop,14,10,0,2,0,72.697414639622,Credit Card,Tablet,0
36,Female,Europe,Desktop,2,6,2,2,0,39.02937665991691,Direct Debit,Mobile,0
41,Male,Europe,Desktop,19,10,4,5,0,82.93786649175877,PayPal,Desktop,0
24,Female,North America,Desktop,24,10,2,2,0,63.318541585700444,Direct Debit,Mobile,0
32,Male,South America,Desktop,7,10,1,1,0,11.01804475270928,Direct Debit,Mobile,0
18,Female,Asia,Desktop,15,10,1,1,0,72.61652296391924,Direct Debit,Desktop,0
38,Female,Europe,Mobile,2,6,2,4,1,64.12810923591373,Direct Debit,Desktop,0
41,Female,Asia,Mobile,6,8,2,4,0,80.42165370761819,Credit Card,Mobile,0
30,Female,Europe,Mobile,5,7,2,2,0,31.131526783290184,PayPal,Desktop,1
50,Male,Europe,Tablet,19,10,3,2,0,72.61348104320876,Direct Debit,Desktop,0
22,Female,North America,Desktop,5,10,6,5,0,50.64280837463327,Direct Debit,Desktop,1
20,Female,Europe,Desktop,23,10,1,1,0,66.18482077114169,Direct Debit,Desktop,0
37,Female,Europe,Desktop,1,9,2,0,0,37.65404011625482,Credit Card,Tablet,0
45,Female,Asia,Mobile,11,10,1,3,0,82.17167421113352,Direct Debit,Mobile,0
51,Male,South America,Mobile,11,10,0,2,0,93.36029565403271,Direct Debit,Mobile,0
30,Female,Europe,Desktop,14,10,4,5,0,66.72133822418242,Credit Card,Desktop,0
45,Female,South America,Mobile,1,4,6,1,1,68.49453116932824,Direct Debit,Mobile,1
34,Female,Asia,Desktop,24,10,2,3,0,40.42347123463091,Direct Debit,Desktop,0
33,Female,North America,Mobile,24,10,1,1,0,61.76965652995372,PayPal,Mobile,0
43,Male,Asia,Desktop,5,6,1,2,0,41.76777739843628,Credit Card,Desktop,0
41,Female,Asia,Tablet,8,10,2,2,0,10.0,PayPal,Desktop,0
19,Female,South America,Mobile,13,10,0,5,0,96.01312615786462,Credit Card,Mobile,0
49,Male,South America,Tablet,6,9,3,4,0,51.970650022375914,PayPal,Mobile,1
48,Female,Europe,Desktop,20,10,1,3,0,88.77233509125641,PayPal,Tablet,0
28,Male,South America,Mobile,14,10,1,3,0,66.15860437235182,Direct Debit,Mobile,0
38,Male,North America,Mobile,4,7,3,5,0,60.95848891140092,PayPal,Mobile,1
39,Male,Asia,Desktop,24,10,1,2,0,87.62290946017484,Direct Debit,Desktop,0
37,Female,South America,Mobile,14,10,5,4,0,43.431837210765124,Direct Debit,Mobile,0
29,Male,North America,Mobile,24,10,3,5,0,67.54416288921499,Credit Card,Desktop,0
28,Female,North America,Desktop,22,10,0,5,0,23.652812059531037,PayPal,Desktop,0
34,Female,Asia,Desktop,5,10,2,3,0,17.715555601586367,Credit Card,Desktop,1
46,Male,Europe,Mobile,24,10,2,5,0,86.28421434689365,Direct Debit,Desktop,0
40,Male,North America,Desktop,12,10,0,1,0,64.98081450270661,PayPal,Mobile,1
31,Male,South America,Desktop,8,8,0,1,0,37.00494747211953,Direct Debit,Tablet,0
42,Female,North America,Mobile,6,9,1,4,0,106.89421628217643,Direct Debit,Tablet,0
18,Male,South America,Mobile,17,10,2,5,0,18.07660202703437,Credit Card,Tablet,0
46,Male,South America,Tablet,1,4,3,4,1,12.651020211969453,Credit Card,Desktop,1
18,Female,Asia,Desktop,12,10,2,3,0,78.74237169058914,Direct Debit,Tablet,0
31,Female,North America,Desktop,19,10,2,4,0,62.907403811221144,Credit Card,Tablet,0
23,Female,South America,Mobile,5,10,4,5,0,52.53651102982228,Credit Card,Desktop,0
22,Female,South America,Mobile,6,10,0,3,0,57.83330608589114,Direct Debit,Mobile,0
46,Male,Asia,Tablet,17,9,3,5,0,71.78014510805556,Direct Debit,Desktop,0
30,Female,Asia,Tablet,16,10,2,4,0,83.5530949482052,Credit Card,Tablet,0
38,Female,Asia,Desktop,14,10,2,2,0,64.11514400956614,Credit Card,Tablet,0
34,Female,South America,Desktop,18,10,3,1,0,60.33662183660829,Credit Card,Tablet,0
39,Male,South America,Desktop,9,8,1,3,0,58.67076895425662,Direct Debit,Desktop,1
35,Male,Asia,Tablet,1,5,2,5,1,87.880773806184,Direct Debit,Mobile,1
22,Female,South America,Desktop,11,10,2,2,0,54.49584255666217,Credit Card,Mobile,0
44,Male,Asia,Desktop,4,9,1,1,0,76.0747849707165,PayPal,Mobile,0
30,Female,Asia,Desktop,24,10,1,3,0,50.186712872107975,Credit Card,Tablet,0
19,Male,South America,Mobile,12,10,2,3,0,71.87644176847006,Direct Debit,Tablet,0
30,Female,Asia,Desktop,22,10,4,5,0,37.35614194642007,Direct Debit,Mobile,0
50,Male,South America,Mobile,3,5,2,2,1,57.0413654497452,PayPal,Desktop,1
43,Female,Asia,Tablet,15,9,6,2,0,33.737025926490645,Direct Debit,Mobile,1
31,Male,Asia,Desktop,9,10,3,3,0,55.90125062470764,PayPal,Desktop,0
31,Male,Europe,Desktop,7,7,2,3,0,27.502838981060307,Credit Card,Mobile,0
31,Female,Europe,Tablet,24,10,0,5,0,63.728142554550104,Credit Card,Tablet,0
55,Male,Asia,Desktop,10,7,2,1,0,70.60814635833098,PayPal,Mobile,1
38,Male,Europe,Desktop,7,10,2,5,0,83.95104793928259,Direct Debit,Desktop,1
39,Male,Asia,Mobile,15,7,4,0,0,59.21643000657515,PayPal,Tablet,1
45,Male,Europe,Tablet,24,10,2,4,0,37.93958237514562,Direct Debit,Desktop,0
37,Female,Europe,Tablet,21,10,0,3,0,77.92904451990077,PayPal,Tablet,0
32,Male,North America,Mobile,5,9,1,5,0,65.70205930931672,PayPal,Mobile,1
33,Female,Asia,Mobile,14,8,0,2,0,35.2337720309828,PayPal,Mobile,0
34,Male,Asia,Mobile,5,8,3,1,0,62.32659248404508,PayPal,Tablet,1
34,Male,South America,Desktop,12,9,2,5,0,80.97547805016372,Credit Card,Tablet,0
42,Female,South America,Mobile,8,8,3,0,0,86.38865001525744,Direct Debit,Mobile,1
35,Male,South America,Desktop,2,6,4,2,0,21.5657619058719,PayPal,Mobile,1
42,Female,Asia,Desktop,23,10,4,5,0,60.51456021725039,Direct Debit,Desktop,0
34,Male,Asia,Desktop,9,9,2,0,0,34.258212695151784,Credit Card,Tablet,0
35,Female,Asia,Desktop,2,8,5,3,1,54.05002443218653,Credit Card,Tablet,1
18,Female,North America,Desktop,8,7,0,0,0,49.83598267487206,Credit Card,Tablet,0
44,Female,North America,Mobile,1,8,2,3,1,47.05727915245039,Direct Debit,Mobile,0
38,Female,South America,Mobile,10,10,2,3,0,75.56805804213235,PayPal,Desktop,1
44,Female,North America,Mobile,21,10,2,4,0,79.92999413258731,Direct Debit,Desktop,0
18,Male,Europe,Desktop,18,10,2,4,0,54.43209996779721,Direct Debit,Mobile,0
55,Female,Europe,Tablet,4,4,0,2,0,47.7773940128334,Direct Debit,Mobile,0
33,Female,South America,Mobile,11,10,2,1,0,77.63706417093735,Direct Debit,Tablet,0
46,Male,North America,Mobile,4,6,1,2,0,64.20684202739022,Direct Debit,Tablet,1
24,Female,Europe,Desktop,24,10,0,5,0,102.13031234566162,Credit Card,Desktop,0
41,Female,Asia,Tablet,5,8,0,2,0,39.47581917852129,PayPal,Mobile,0
24,Female,Europe,Desktop,10,9,0,3,0,71.73405746913963,Credit Card,Mobile,0
28,Female,South America,Mobile,7,6,1,1,0,63.12706610025235,Credit Card,Tablet,0
54,Male,Asia,Desktop,12,8,2,3,0,65.56063588967739,Credit Card,Tablet,0
33,Female,Asia,Desktop,12,10,3,5,0,53.45786044835513,PayPal,Tablet,1
37,Male,Europe,Desktop,11,7,0,4,0,26.300653260659722,Direct Debit,Desktop,0
43,Female,South America,Mobile,14,6,3,2,0,16.6624699031032,Credit Card,Mobile,1
39,Male,Europe,Desktop,24,10,2,4,0,59.268108763920694,PayPal,Mobile,0
36,Female,Europe,Mobile,11,7,2,5,0,14.745212911288569,PayPal,Tablet,0
38,Female,South America,Desktop,5,6,2,2,0,73.38436072433953,Direct Debit,Desktop,1
59,Female,North America,Desktop,24,10,4,4,0,27.34106856153383,PayPal,Mobile,1
34,Male,North America,Mobile,21,9,3,0,0,43.276793880227956,Direct Debit,Tablet,1
37,Female,Europe,Mobile,10,10,0,5,0,95.05055671549209,Direct Debit,Tablet,0
45,Female,North America,Mobile,7,7,0,2,0,22.734326759851164,Credit Card,Desktop,0
46,Female,Asia,Desktop,1,10,3,5,1,40.065072252969564,PayPal,Tablet,1
46,Female,South America,Mobile,18,7,5,0,0,51.75093092483881,PayPal,Tablet,1
41,Male,North America,Mobile,13,10,1,4,0,90.10498545147877,Direct Debit,Mobile,0
23,Female,South America,Mobile,11,8,2,0,0,73.59222124846752,Direct Debit,Mobile,0
51,Female,North America,Desktop,1,7,2,5,1,53.051172022350954,Direct Debit,Tablet,0
23,Male,Europe,Mobile,24,8,3,0,0,49.84351331439267,Credit Card,Mobile,1
38,Female,Europe,Mobile,2,9,2,3,1,33.19026465175506,PayPal,Desktop,1
27,Female,South America,Desktop,5,10,3,5,0,57.85179457994303,Credit Card,Tablet,1
34,Male,South America,Desktop,23,10,1,1,0,80.06491214476912,Credit Card,Desktop,0
38,Female,Asia,Desktop,5,8,3,0,0,63.8867429291751,PayPal,Desktop,0
38,Male,Europe,Mobile,4,9,0,2,0,83.85638158803206,PayPal,Desktop,0
39,Female,Europe,Tablet,9,10,4,5,0,45.73202958717629,PayPal,Desktop,1
51,Female,Asia,Mobile,1,6,3,1,1,41.92203388764394,Direct Debit,Tablet,1
39,Male,Asia,Desktop,24,10,3,2,0,51.498814470472325,PayPal,Mobile,1
32,Female,Asia,Desktop,11,10,1,5,0,61.27864831762607,PayPal,Desktop,0
44,Male,Asia,Desktop,11,10,3,2,0,63.09130635146883,Direct Debit,Desktop,1
46,Female,North America,Desktop,1,6,5,4,1,72.65073959367412,Direct Debit,Mobile,1
22,Male,South America,Mobile,13,9,4,5,0,37.98348788837904,Credit Card,Desktop,0
40,Male,Europe,Tablet,17,10,2,1,0,75.18632150113102,Credit Card,Tablet,0
42,Male,Asia,Mobile,1,5,3,2,1,42.17883059734312,Credit Card,Mobile,1
32,Female,Asia,Mobile,24,10,3,1,0,55.293244018024495,PayPal,Desktop,1
48,Male,South America,Desktop,9,9,2,3,0,111.49739706880672,Credit Card,Mobile,0
33,Male,Asia,Mobile,7,10,3,1,0,86.17516754008695,Direct Debit,Desktop,0
36,Male,Europe,Desktop,6,6,3,0,0,70.15656531831111,PayPal,Tablet,1
33,Male,South America,Mobile,15,10,6,4,0,49.655595479249826,Credit Card,Desktop,1
35,Male,North America,Mobile,1,9,2,1,0,68.35323961705907,PayPal,Desktop,0
24,Male,Asia,Desktop,20,10,1,5,0,67.00760416521678,PayPal,Tablet,0
20,Male,North America,Desktop,8,8,4,5,0,26.486240474858405,Direct Debit,Mobile,1
50,Male,North America,Desktop,13,8,3,5,0,27.767907738327473,Credit Card,Desktop,0
26,Male,North America,Mobile,7,6,2,3,0,40.231858238890545,Direct Debit,Mobile,1
25,Male,South America,Desktop,16,9,1,3,0,37.46067425471343,Direct Debit,Mobile,0
18,Female,Europe,Tablet,12,9,1,3,0,46.734938985616566,Direct Debit,Desktop,0
28,Female,North America,Mobile,24,10,0,1,0,81.37637625771538,Credit Card,Mobile,0
21,Female,South America,Mobile,19,8,1,5,0,58.17073321381428,PayPal,Desktop,0
51,Female,Europe,Desktop,23,10,3,2,0,43.53805990722059,PayPal,Mobile,0
45,Male,South America,Mobile,4,5,1,5,0,38.006436751647264,Direct Debit,Tablet,1
28,Female,North America,Mobile,6,9,2,3,0,110.07804145542482,Credit Card,Tablet,0
57,Female,South America,Tablet,1,10,6,4,1,70.31201904281752,Credit Card,Tablet,1
44,Female,North America,Mobile,24,10,2,1,0,44.14952363763739,Credit Card,Mobile,0
31,Male,Europe,Mobile,24,10,3,4,0,83.81329441183283,Credit Card,Desktop,1
18,Female,South America,Mobile,5,9,4,2,0,84.5678853228848,Credit Card,Mobile,1
57,Female,South America,Desktop,8,8,0,2,0,105.51782471450902,PayPal,Tablet,1
21,Male,Asia,Desktop,7,10,2,3,0,88.5313595300699,Credit Card,Mobile,0
18,Female,Europe,Desktop,16,10,3,5,0,29.061890018042952,Direct Debit,Desktop,1
45,Female,North America,Mobile,2,6,4,5,1,79.48829224071432,Direct Debit,Mobile,1
59,Male,North America,Desktop,3,6,4,1,1,57.77435368397097,Credit Card,Desktop,1
48,Male,South America,Mobile,9,9,0,1,0,90.27216989602718,Direct Debit,Mobile,1
40,Female,Europe,Mobile,10,10,1,1,0,97.27345076487538,PayPal,Desktop,0
40,Female,South America,Mobile,18,10,2,2,0,73.54031500808951,PayPal,Desktop,0
43,Male,South America,Mobile,3,7,4,3,1,62.809255644699874,Direct Debit,Mobile,1
42,Female,South America,Mobile,24,10,2,4,0,53.7503509972147,PayPal,Mobile,0
37,Female,Asia,Mobile,4,7,0,5,0,45.132622642919245,Credit Card,Desktop,0
36,Female,Asia,Mobile,6,1,2,1,0,60.55702624628816,Credit Card,Mobile,0
34,Male,North America,Mobile,24,10,1,3,0,80.11526231606442,Credit Card,Desktop,0
27,Female,Europe,Desktop,15,9,3,1,0,47.7979051571482,Credit Card,Mobile,0
32,Female,North America,Mobile,6,10,4,3,0,74.27821597314083,Credit Card,Mobile,1
18,Female,Asia,Tablet,24,10,1,5,0,84.57740558157774,Direct Debit,Desktop,0
34,Female,South America,Mobile,10,10,4,1,0,43.036631574296436,Direct Debit,Tablet,1
25,Male,South America,Desktop,18,10,3,5,0,33.83885423591793,PayPal,Mobile,0
23,Female,Asia,Tablet,24,10,1,5,0,37.55491235329063,Direct Debit,Desktop,0
36,Female,North America,Mobile,5,5,0,2,0,62.25313912723052,PayPal,Desktop,1
48,Male,Asia,Desktop,24,10,3,1,0,74.43296236511154,PayPal,Mobile,0
44,Male,South America,Desktop,9,9,2,2,0,59.438285302371796,Credit Card,Desktop,0
19,Female,North America,Mobile,5,10,2,1,0,51.641256248266785,PayPal,Tablet,1
25,Male,South America,Desktop,5,7,2,3,0,23.379355694168424,Direct Debit,Tablet,0
44,Female,South America,Desktop,10,10,6,4,0,29.259921008599022,PayPal,Tablet,0
25,Male,South America,Mobile,24,10,2,5,0,48.2847010043664,Direct Debit,Tablet,0
32,Male,South America,Mobile,9,8,0,1,0,77.09663177103195,PayPal,Desktop,0
40,Female,North America,Mobile,9,9,2,4,0,55.09093837886609,Credit Card,Tablet,1
25,Female,South America,Desktop,11,10,1,4,0,68.74242865617319,Credit Card,Mobile,0
36,Male,Asia,Desktop,1,8,2,4,1,79.08331998867074,PayPal,Tablet,1
21,Female,Europe,Tablet,15,9,0,0,0,28.73978863396829,Credit Card,Mobile,0
28,Female,South America,Desktop,17,10,2,5,0,56.99182040716874,Credit Card,Tablet,0
38,Male,North America,Mobile,24,10,2,1,0,56.2681642588128,PayPal,Tablet,0
19,Female,Asia,Mobile,17,10,1,5,0,69.51222908293452,Direct Debit,Desktop,0
39,Male,South America,Mobile,24,10,2,5,0,80.98518327565407,Direct Debit,Mobile,0
34,Female,Asia,Mobile,24,9,3,1,0,91.47186530955508,PayPal,Desktop,0
40,Male,Europe,Tablet,24,10,1,1,0,52.05391771332142,PayPal,Tablet,0
37,Female,South America,Desktop,5,9,4,3,0,66.57388124235865,Direct Debit,Desktop,1
48,Female,South America,Desktop,1,8,2,0,1,72.37050962189828,PayPal,Desktop,0
36,Female,Asia,Desktop,24,10,1,2,0,88.76891694378578,Direct Debit,Tablet,0
30,Male,South America,Desktop,15,9,3,0,0,79.50696554779789,PayPal,Tablet,0
36,Male,Asia,Desktop,2,8,1,3,0,61.13532446747932,Direct Debit,Desktop,0
40,Female,Europe,Desktop,2,10,3,3,1,48.743951291839004,Direct Debit,Mobile,1
35,Male,North America,Desktop,9,3,0,5,0,40.09633403815325,PayPal,Desktop,0
35,Female,Asia,Desktop,20,10,4,3,0,33.09757957454125,PayPal,Tablet,0
27,Male,North America,Desktop,6,10,2,5,0,69.70240026450442,Direct Debit,Tablet,0
28,Female,Asia,Mobile,5,7,4,4,0,72.49542551093182,Credit Card,Tablet,1
20,Female,South America,Mobile,17,10,2,4,0,53.69145876640729,Direct Debit,Tablet,0
52,Male,Europe,Mobile,8,6,2,5,0,108.19854893047514,Direct Debit,Mobile,0
22,Female,North America,Desktop,18,10,2,5,0,40.916084275641026,Direct Debit,Mobile,0
28,Female,Asia,Desktop,15,10,6,1,0,86.0427775646018,Direct Debit,Mobile,0
27,Male,South America,Desktop,22,10,2,5,0,62.77529055200958,Credit Card,Mobile,0
43,Male,North America,Mobile,22,10,1,5,0,52.36754452042214,PayPal,Tablet,0
32,Male,Asia,Mobile,12,10,4,4,0,42.161763185980675,PayPal,Mobile,0
47,Female,South America,Mobile,12,7,1,3,0,67.82985215978547,Credit Card,Desktop,1
28,Male,Europe,Mobile,19,10,3,3,0,81.94564029466764,Credit Card,Tablet,0
37,Male,North America,Mobile,4,5,3,3,0,96.4779042231518,PayPal,Desktop,1
26,Female,North America,Tablet,24,10,1,2,0,48.11842256055928,Direct Debit,Mobile,0
56,Male,Asia,Desktop,2,6,3,0,1,86.08907558422646,Direct Debit,Tablet,1
23,Female,Asia,Desktop,24,10,2,2,0,54.65505879353145,Direct Debit,Tablet,0
38,Female,Europe,Mobile,1,8,2,2,1,11.22462977678505,Credit Card,Mobile,0
41,Female,Asia,Desktop,1,5,1,5,1,31.423248761681634,Direct Debit,Mobile,0
39,Male,Asia,Desktop,16,8,0,4,0,80.1456622757009,PayPal,Mobile,0
33,Female,South America,Desktop,17,8,1,0,0,90.99643721337026,PayPal,Tablet,0
33,Male,South America,Desktop,5,7,2,3,0,47.236358234963404,Credit Card,Desktop,0
35,Male,North America,Mobile,21,10,3,1,0,26.328362738465344,Direct Debit,Tablet,0
33,Female,South America,Tablet,7,9,2,2,0,86.39976505597491,PayPal,Tablet,0
44,Male,South America,Mobile,19,10,3,5,0,69.71767106012283,Direct Debit,Desktop,0
57,Female,South America,Mobile,9,6,2,4,0,93.43117847854495,Credit Card,Desktop,0
29,Male,Asia,Desktop,5,7,2,1,0,48.93123601624914,PayPal,Desktop,0
21,Male,Asia,Desktop,8,9,2,5,0,75.69290913826586,Credit Card,Tablet,0
34,Female,North America,Mobile,24,10,2,5,0,43.18921481305952,Direct Debit,Tablet,0
60,Female,Asia,Desktop,1,4,3,0,1,79.89872183538493,Direct Debit,Tablet,1
26,Male,North America,Tablet,24,10,7,5,0,59.933595097491164,Direct Debit,Mobile,0
51,Male,North America,Mobile,7,7,1,0,0,31.2134348973307,Direct Debit,Desktop,1
51,Male,Europe,Desktop,1,10,4,3,1,65.20766423272285,Direct Debit,Desktop,1
29,Male,Asia,Desktop,5,9,4,0,0,40.37664086533794,Credit Card,Tablet,1
40,Male,Asia,Mobile,24,10,3,3,0,16.28596840888281,Direct Debit,Mobile,1
51,Male,North America,Desktop,2,9,3,3,1,46.16530515978137,Credit Card,Tablet,1
31,Female,North America,Mobile,24,10,4,5,0,22.18124866412282,PayPal,Tablet,1
32,Male,Europe,Tablet,20,10,2,2,0,47.04601047573347,PayPal,Tablet,0
29,Female,Asia,Mobile,10,10,1,5,0,83.83772598941432,Credit Card,Tablet,0
24,Male,Europe,Desktop,24,10,0,3,0,72.10341834590146,Direct Debit,Mobile,0
28,Female,Asia,Desktop,15,10,1,4,0,78.77699292810495,Direct Debit,Mobile,0
22,Male,South America,Mobile,6,7,1,4,0,49.608125216548956,Direct Debit,Mobile,1
35,Male,North America,Mobile,2,4,2,4,1,62.46569609508009,PayPal,Mobile,0
27,Female,Asia,Mobile,19,10,1,4,0,46.95934826887565,Credit Card,Tablet,0
37,Male,Europe,Desktop,5,10,2,4,0,67.73344247327795,Direct Debit,Desktop,0
19,Female,Asia,Mobile,24,10,1,4,0,108.39477319364623,Direct Debit,Mobile,0
38,Male,South America,Desktop,11,10,1,1,0,48.26601042824515,Direct Debit,Desktop,0
43,Female,Asia,Mobile,24,10,1,3,0,73.59008942673634,Direct Debit,Tablet,0
18,Male,Europe,Mobile,16,9,0,0,0,78.51280494369351,Credit Card,Mobile,0
38,Female,South America,Desktop,10,7,1,3,0,72.40994453921556,Direct Debit,Tablet,0
47,Male,Europe,Mobile,4,5,3,2,0,34.43309264421191,Credit Card,Desktop,1
22,Male,North America,Mobile,8,8,0,3,0,86.28168276823895,Direct Debit,Tablet,1
51,Female,South America,Mobile,1,6,1,0,1,60.03438103861184,Direct Debit,Desktop,0
39,Male,Europe,Desktop,1,10,3,3,1,68.26538209399735,PayPal,Mobile,1
27,Female,South America,Desktop,24,10,3,5,0,58.732085768286325,Credit Card,Desktop,1
34,Female,South America,Mobile,21,9,2,5,0,58.2052048421596,Direct Debit,Desktop,0
40,Female,South America,Desktop,1,10,2,3,0,77.7189471663774,PayPal,Mobile,1
35,Male,North America,Desktop,3,10,4,5,1,32.04078881924305,Credit Card,Desktop,1
40,Male,Asia,Mobile,16,10,0,2,0,60.21880429317326,PayPal,Tablet,0
25,Female,Europe,Mobile,5,10,0,2,0,89.0960014990225,Direct Debit,Desktop,0
36,Female,Asia,Desktop,4,6,0,5,0,58.8953575042518,PayPal,Desktop,0
20,Female,Europe,Desktop,8,10,1,5,0,29.693742011422557,Direct Debit,Desktop,1
33,Female,Asia,Desktop,22,10,1,5,0,72.74725935141142,Credit Card,Tablet,0
25,Female,South America,Mobile,12,10,3,1,0,34.136793343158736,Direct Debit,Desktop,1
27,Female,South America,Tablet,23,10,2,4,0,78.57681238415711,Direct Debit,Desktop,0
47,Female,Europe,Desktop,3,8,2,2,1,25.208973961290546,PayPal,Tablet,0
45,Male,Asia,Desktop,14,9,2,2,0,65.03300210173435,Direct Debit,Desktop,0
41,Male,South America,Mobile,8,5,3,2,0,50.36794836568599,PayPal,Mobile,0
24,Female,South America,Mobile,24,10,0,5,0,90.30881108073058,Credit Card,Desktop,0
31,Male,North America,Tablet,24,10,1,1,0,25.136456191801493,Direct Debit,Desktop,0
47,Female,Asia,Mobile,1,9,2,4,1,58.422847183469315,Credit Card,Desktop,0
36,Female,South America,Mobile,1,7,1,0,0,50.26672121941543,PayPal,Tablet,0
